rank,name,sehir,article,citation,total_document,phd_score,faculty,international_collaboration,domestic_collaboration,tubitak,total
160,ANKARA SOSYAL BİLİMLER ÜNİVERSİTESİ,Ankara,38.34406507,43.0465722,46.80418497,76.24522566,64.80087172,26.05966426,13.42993564,27.91677386,336.6472934
161,BEYKENT ÜNİVERSİTESİ,İstanbul,51.82514391,59.44584841,78.09832612,56.92828548,30.59536396,29.40202641,26.09536568,3.057229833,335.4475898
162,ANKARA HACI BAYRAM VELİ ÜNİVERSİTESİ,Ankara,34.08409968,34.16838451,34.68130579,141.0557529,33.2864925,11.40795683,15.11454598,26.62638051,330.4249187
163,AFYONKARAHİSAR SAĞLIK BİLİMLERİ ÜNİVERSİTESİ,Afyon,75.22959404,43.93058272,54.57843887,12.60800835,79.99762567,17.4201264,27.97455141,13.4703571,325.2092846
164,SANKO ÜNİVERSİTESİ,Gaziantep,48.88558006,50.75458502,69.70664553,5.59766043,85.70544688,25.29867429,36.98310102,0.2,323.1316932
165,LOKMAN HEKİM ÜNİVERSİTESİ,Ankara,66.37239381,41.01103574,40.04101198,45.80408736,87.91247488,16.0586013,23.28296149,0.2,320.6825666
166,İSTANBUL GEDİK ÜNİVERSİTESİ,İstanbul,48.77001049,41.28648166,42.66426275,60.63167143,49.92567829,22.99524398,22.43053624,21.19798907,309.9018739
167,İZMİR DEMOKRASİ ÜNİVERSİTESİ,İzmir,71.62358864,46.01685063,57.52648183,12.16150843,29.47122386,23.87652703,30.77370209,31.08246315,302.5323457
168,MARDİN ARTUKLU ÜNİVERSİTESİ,Mardin,59.97100383,62.6578441,58.29409606,30.79696634,41.68134173,23.08777623,25.10819624,0.2,301.7972245
169,NİŞANTAŞI ÜNİVERSİTESİ,İstanbul,78.38192115,54.0714615,47.37415233,7.315702039,26.2240026,46.07194478,18.11602024,15.3047965,292.8600011
170,FATİH SULTAN MEHMET VAKIF ÜNİVERSİTESİ,İstanbul,35.08137413,39.62010507,39.8361698,81.05753202,37.31726833,20.17306533,16.89999199,8.092132132,278.0776388
171,TRABZON ÜNİVERSİTESİ,Trabzon,22.00146849,31.79350779,36.03487192,69.54883617,45.43399931,9.525008633,16.09402171,44.59642521,275.0281392
172,HALİÇ ÜNİVERSİTESİ,İstanbul,55.61312968,50.51019699,47.73014832,35.45261531,7.034582056,25.61382681,25.27571314,6.334640523,253.5648528
173,NUH NACİ YAZGAN ÜNİVERSİTESİ,Kayseri,39.34640868,41.45063682,48.00228288,1.024195799,45.60667783,12.01676117,23.60423731,17.17726098,228.2284615
174,AVRASYA ÜNİVERSİTESİ,Trabzon,22.50222655,36.12860239,34.28439149,33.12210448,49.18355816,16.6494927,20.02580819,14.65588559,226.5520695
175,TOROS ÜNİVERSİTESİ,Mersin,18.150423,44.56112544,37.23365388,18.8212469,56.78848506,21.81176817,18.60348278,0.2,216.1701852
176,İSTANBUL RUMELİ ÜNİVERSİTESİ,İstanbul,23.17256037,34.14315841,23.85653004,3.163572607,71.47561457,10.16438865,14.33780545,0.2,180.5136301
177,İSTANBUL ESENYURT ÜNİVERSİTESİ,İstanbul,16.19420862,32.77265698,26.14364222,0.2,57.12929252,18.50374532,13.61240402,0.2,164.7559497
178,İSTANBUL KENT ÜNİVERSİTESİ,İstanbul,26.56991883,16.51728758,13.64128372,5.712402547,58.64192704,6.121650014,10.42857044,21.60068589,159.2337261
179,ALANYA HAMDULLAH EMİN PAŞA ÜNİVERSİTESİ,Alanya,14.99388766,23.08639863,13.68367625,0.2,73.97029421,9.67039955,5.539189714,0.2,141.343846
180,Bu üniversite kendi isteği ile tablodan çıkarılmıştır.,Samsun,0.2,20.62493639,0.888062816,5.568790955,59.11714056,3.342974245,3.942504336,29.7893644,123.4737737
181,ANTALYA AKEV ÜNİVERSİTESİ,Antalya,3.697558034,17.75422008,10.64903772,0.2,60.12933275,11.54895906,6.590054717,0.2,110.7691624
182,İSTANBUL 29 MAYIS ÜNİVERSİTESİ,İstanbul,0.71644996,0.2,4.539958262,58.82326048,46.0464952,0.12,0.08,0.2,110.7261639
183,BEYKOZ ÜNİVERSİTESİ,İstanbul,13.0314878,16.68783315,8.609146853,0.2,50.09942828,10.79755556,4.967732797,0.2,104.5931844
